transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_country,counterparty_id
TX102914,CUST1083,2026-07-15 00:00:00,P2P,Debit,394.68,US,CP1304
TX102915,CUST1076,2026-04-26 00:00:00,P2P,Credit,618.89,US,CP1117
TX102916,CUST1255,2026-05-09 00:00:00,Cash Deposit,Credit,1282.73,US,CP1567
TX102917,CUST1267,2026-07-30 00:00:00,Check,Debit,3011.21,SG,CP1201
TX102918,CUST1061,2026-03-23 00:00:00,ACH,Debit,1068.14,US,CP1775
TX102919,CUST1053,2026-05-27 00:00:00,P2P,Debit,910.36,GB,CP1140
TX102920,CUST1174,2026-04-22 00:00:00,Cash Deposit,Credit,1481.69,SG,CP2430
TX102921,CUST1290,2026-05-14 00:00:00,ACH,Credit,1045.11,US,CP1691
TX102922,CUST1178,2026-01-20 00:00:00,Check,Credit,832.38,GB,CP1244
TX102923,CUST1258,2026-05-05 00:00:00,Card,Credit,4411.48,CA,CP1195
TX102924,CUST1229,2026-07-04 00:00:00,Card,Credit,1700.14,US,CP2136
TX102925,CUST1115,2026-01-11 00:00:00,ACH,Debit,3190.71,CA,CP2288
TX102926,CUST1085,2026-01-28 00:00:00,Card,Debit,271.33,GB,CP1928
TX102927,CUST1231,2026-05-28 00:00:00,Cash Deposit,Credit,500.23,SG,CP1704
TX102928,CUST1171,2026-08-26 00:00:00,Wire,Debit,809.27,US,CP1989
TX102929,CUST1174,2026-02-17 00:00:00,Cash Withdrawal,Debit,591.67,US,CP2227
TX102930,CUST1014,2026-01-10 00:00:00,Card,Debit,1297.76,AE,CP1753
TX102931,CUST1139,2026-01-21 00:00:00,Check,Debit,1091.95,US,CP1500
TX102932,CUST1232,2026-02-25 00:00:00,Cash Deposit,Debit,2344.42,NG,CP1100
TX102933,CUST1243,2026-01-26 00:00:00,P2P,Debit,7208.07,US,CP1150
TX102934,CUST1162,2026-05-06 00:00:00,Card,Debit,736.65,US,CP2045
TX102935,CUST1249,2026-02-11 00:00:00,P2P,Credit,1582.35,AE,CP2385
TX102936,CUST1241,2026-04-20 00:00:00,Check,Credit,2311.68,AE,CP2231
TX102937,CUST1060,2026-06-05 00:00:00,Cash Deposit,Debit,5616.48,AE,CP1205
TX102938,CUST1215,2026-01-22 00:00:00,ACH,Debit,416.69,MX,CP2349
TX102939,CUST1271,2026-03-13 00:00:00,Cash Deposit,Debit,1577.29,US,CP1637
TX102940,CUST1143,2026-01-10 00:00:00,Cash Deposit,Credit,1078.07,US,CP1954
TX102941,CUST1009,2026-03-15 00:00:00,P2P,Credit,2552.15,US,CP2008
TX102942,CUST1294,2026-07-29 00:00:00,Card,Credit,5387.59,US,CP2327
TX102943,CUST1001,2026-04-14 00:00:00,ACH,Credit,625.8,US,CP1309
TX102944,CUST1026,2026-04-02 00:00:00,Wire,Credit,928.89,CA,CP1103
TX102945,CUST1145,2026-08-28 00:00:00,ACH,Debit,2064.13,CA,CP1818
TX102946,CUST1098,2026-04-05 00:00:00,Check,Debit,2428.78,CA,CP1467
TX102947,CUST1090,2026-03-06 00:00:00,ACH,Debit,200.12,AE,CP2167
TX102948,CUST1280,2026-06-14 00:00:00,Card,Debit,28760.99,AE,CP1528
TX102949,CUST1126,2026-03-17 00:00:00,ACH,Credit,909.47,US,CP1634
TX102950,CUST1023,2026-07-21 00:00:00,Card,Credit,854.68,US,CP1406
TX102951,CUST1143,2026-03-04 00:00:00,Cash Deposit,Debit,1440.63,US,CP2065
TX102952,CUST1080,2026-03-26 00:00:00,Card,Credit,2463.91,US,CP1491
TX102953,CUST1140,2026-03-20 00:00:00,Check,Debit,1330.58,US,CP2095
TX102954,CUST1250,2026-05-11 00:00:00,Check,Debit,4427.21,SG,CP1104
TX102955,CUST1272,2026-03-16 00:00:00,ACH,Debit,1432.75,US,CP1231
TX102956,CUST1213,2026-02-07 00:00:00,Card,Credit,1249.2,US,CP2197
TX102957,CUST1275,2026-07-27 00:00:00,P2P,Debit,806.5,NG,CP1539
TX102958,CUST1066,2026-08-06 00:00:00,Wire,Debit,1945.28,GB,CP1023
TX102959,CUST1103,2026-09-02 00:00:00,ACH,Debit,6862.46,US,CP1970
TX102960,CUST1237,2026-07-28 00:00:00,P2P,Credit,1592.68,US,CP1978
TX102961,CUST1086,2026-04-09 00:00:00,P2P,Debit,4384.17,US,CP2338
TX102962,CUST1172,2026-01-22 00:00:00,ACH,Credit,1374.94,CA,CP2344
TX102963,CUST1196,2026-08-05 00:00:00,P2P,Debit,6735.76,NG,CP1056
TX102964,CUST1093,2026-03-05 00:00:00,Cash Withdrawal,Debit,1053.27,NG,CP2300
TX102965,CUST1059,2026-01-27 00:00:00,P2P,Credit,132.98,US,CP1005
TX102966,CUST1000,2026-04-09 00:00:00,Card,Credit,660.81,CA,CP2213
TX102967,CUST1120,2026-05-01 00:00:00,Cash Deposit,Debit,1062.49,IR,CP2360
TX102968,CUST1123,2026-06-12 00:00:00,Check,Credit,1193.25,US,CP1064
TX102969,CUST1215,2026-07-25 00:00:00,Cash Withdrawal,Debit,2409.23,US,CP1863
TX102970,CUST1218,2026-01-21 00:00:00,Wire,Credit,901.56,GH,CP2396
TX102971,CUST1001,2026-01-23 00:00:00,Cash Deposit,Credit,421.32,US,CP1385
TX102972,CUST1144,2026-08-14 00:00:00,Wire,Credit,2277.91,RU,CP1592
TX102973,CUST1231,2026-09-07 00:00:00,Check,Credit,969.41,SG,CP1666
TX102974,CUST1290,2026-04-28 00:00:00,P2P,Debit,6186.74,CA,CP2241
TX102975,CUST1220,2026-04-10 00:00:00,Cash Withdrawal,Credit,1660.01,US,CP2278
TX102976,CUST1087,2026-06-24 00:00:00,Check,Debit,2258.7,NG,CP2232
TX102977,CUST1116,2026-05-05 00:00:00,P2P,Debit,1107.7,US,CP1558
TX102978,CUST1111,2026-05-05 00:00:00,Cash Deposit,Debit,746.89,GH,CP1053
TX102979,CUST1074,2026-08-25 00:00:00,Cash Deposit,Credit,3547.31,US,CP1482
TX102980,CUST1001,2026-03-18 00:00:00,Card,Debit,1145.8,US,CP1529
TX102981,CUST1162,2026-08-18 00:00:00,Cash Deposit,Credit,418.1,SG,CP1708
TX102982,CUST1081,2026-01-14 00:00:00,Wire,Debit,2330.91,AE,CP2085
TX102983,CUST1088,2026-02-22 00:00:00,ACH,Credit,1157.2,US,CP1905
TX102984,CUST1110,2026-09-06 00:00:00,Wire,Credit,970.9,US,CP1335
TX102985,CUST1246,2026-04-24 00:00:00,Card,Debit,2943.13,US,CP2499
TX102986,CUST1217,2026-01-28 00:00:00,ACH,Credit,325.97,US,CP1435
TX102987,CUST1177,2026-07-03 00:00:00,Card,Credit,2289.91,SY,CP1458
TX102988,CUST1219,2026-02-03 00:00:00,Card,Credit,1553.36,US,CP2364
TX102989,CUST1092,2026-04-26 00:00:00,Wire,Debit,1374.86,CA,CP2262
TX102990,CUST1114,2026-01-08 00:00:00,ACH,Credit,1345.52,US,CP1085
TX102991,CUST1242,2026-08-23 00:00:00,Card,Debit,659.79,RU,CP1644
TX102992,CUST1187,2026-02-17 00:00:00,Cash Withdrawal,Credit,640.15,US,CP1683
TX102993,CUST1182,2026-02-20 00:00:00,Card,Credit,1606.34,SY,CP2159
TX102994,CUST1060,2026-04-23 00:00:00,Check,Debit,1419.35,US,CP1655
TX102995,CUST1039,2026-09-01 00:00:00,ACH,Credit,3746.43,SG,CP1655
TX102996,CUST1067,2026-06-26 00:00:00,P2P,Debit,624.18,US,CP1448
TX102997,CUST1124,2026-06-05 00:00:00,Wire,Credit,3439.03,NG,CP1362
TX102998,CUST1080,2026-05-09 00:00:00,Cash Deposit,Credit,8624.87,US,CP1158
TX102999,CUST1146,2026-06-03 00:00:00,ACH,Debit,305.28,US,CP1823
TX103000,CUST1080,2026-07-02 00:00:00,Card,Debit,5578.24,US,CP1758
TX103001,CUST1283,2026-06-20 00:00:00,Cash Deposit,Debit,2052.02,US,CP1735
TX103002,CUST1290,2026-06-13 00:00:00,ACH,Credit,1183.34,US,CP1189
TX103003,CUST1096,2026-03-08 00:00:00,ACH,Debit,1322.39,MX,CP1070
TX103004,CUST1223,2026-04-13 00:00:00,Cash Deposit,Credit,3726.16,US,CP2030
TX103005,CUST1134,2026-04-21 00:00:00,Wire,Credit,239.38,US,CP2171
TX103006,CUST1239,2026-04-17 00:00:00,P2P,Credit,3681.91,US,CP2486
TX103007,CUST1293,2026-02-24 00:00:00,ACH,Debit,2032.28,NG,CP2224
TX103008,CUST1248,2026-04-24 00:00:00,Wire,Credit,3747.1,US,CP1849
TX103009,CUST1127,2026-07-21 00:00:00,Check,Debit,144.49,US,CP1787
TX103010,CUST1148,2026-02-18 00:00:00,Wire,Debit,91.02,RU,CP1396
TX103011,CUST1248,2026-03-24 00:00:00,ACH,Credit,2275.75,US,CP2482
TX103012,CUST1111,2026-02-03 00:00:00,ACH,Debit,311.4,CA,CP2323
TX103013,CUST1029,2026-02-05 00:00:00,Check,Credit,2043.59,US,CP2024
TX103014,CUST1113,2026-07-27 00:00:00,ACH,Debit,1039.45,NG,CP1015
TX103015,CUST1118,2026-08-11 00:00:00,ACH,Credit,353.17,CA,CP2311
TX103016,CUST1024,2026-04-17 00:00:00,Cash Withdrawal,Credit,227.9,SG,CP1448
TX103017,CUST1055,2026-03-28 00:00:00,Wire,Debit,3572.74,US,CP1754
TX103018,CUST1119,2026-04-05 00:00:00,ACH,Debit,1270.53,GB,CP2435
TX103019,CUST1265,2026-08-26 00:00:00,Cash Deposit,Debit,328.7,SG,CP1850
TX103020,CUST1121,2026-09-04 00:00:00,ACH,Credit,2193.36,US,CP2421
TX103021,CUST1165,2026-04-22 00:00:00,Cash Deposit,Credit,348.31,CA,CP1733
TX103022,CUST1090,2026-05-21 00:00:00,Cash Withdrawal,Credit,2133.96,US,CP2378
TX103023,CUST1065,2026-06-12 00:00:00,Cash Deposit,Credit,363.75,US,CP2007
TX103024,CUST1051,2026-04-11 00:00:00,ACH,Debit,1279.61,US,CP1749
TX103025,CUST1027,2026-07-16 00:00:00,P2P,Credit,2935.07,US,CP1460
TX103026,CUST1021,2026-01-25 00:00:00,ACH,Debit,484.38,GH,CP1840
TX103027,CUST1126,2026-05-09 00:00:00,Card,Debit,2000.74,US,CP1838
TX103028,CUST1170,2026-05-15 00:00:00,Cash Deposit,Debit,404.76,CA,CP2094
TX103029,CUST1028,2026-08-25 00:00:00,ACH,Debit,3101.06,NG,CP2092
TX103030,CUST1270,2026-05-02 00:00:00,Check,Debit,559.43,GH,CP2234
TX103031,CUST1145,2026-07-22 00:00:00,Wire,Debit,1293.59,CA,CP1600
TX103032,CUST1262,2026-07-22 00:00:00,ACH,Debit,432.14,US,CP1045
TX103033,CUST1218,2026-08-11 00:00:00,Card,Credit,3530.18,US,CP2301
TX103034,CUST1125,2026-05-24 00:00:00,Cash Deposit,Debit,37982.92,US,CP2216
TX103035,CUST1093,2026-05-13 00:00:00,Cash Deposit,Credit,788.3,US,CP2118
TX103036,CUST1081,2026-06-02 00:00:00,P2P,Credit,928.28,GH,CP2294
TX103037,CUST1050,2026-02-02 00:00:00,Check,Credit,865.88,US,CP1534
TX103038,CUST1150,2026-05-09 00:00:00,ACH,Debit,463.42,NG,CP2444
TX103039,CUST1108,2026-07-15 08:00:00,P2P,Credit,9688.62,US,CP2005
TX103040,CUST1148,2026-09-01 00:00:00,Check,Debit,3326.95,MX,CP2255
TX103041,CUST1049,2026-02-06 00:00:00,Check,Credit,235.03,RU,CP1797
TX103042,CUST1204,2026-03-20 00:00:00,Wire,Credit,6058.17,RU,CP2182
TX103043,CUST1253,2026-05-14 00:00:00,ACH,Debit,533.23,NG,CP1473
TX103044,CUST1167,2026-06-06 00:00:00,Cash Deposit,Debit,576.06,SG,CP2380
TX103045,CUST1028,2026-08-26 00:00:00,P2P,Credit,687.71,US,CP1528
TX103046,CUST1046,2026-02-03 00:00:00,Wire,Debit,457.08,US,CP1422
TX103047,CUST1222,2026-05-19 00:00:00,Cash Withdrawal,Credit,1148.34,AE,CP1697
TX103048,CUST1093,2026-07-20 00:00:00,ACH,Credit,825.65,AE,CP2246
TX103049,CUST1100,2026-04-18 00:00:00,Card,Credit,276.91,US,CP1163
TX103050,CUST1288,2026-05-14 00:00:00,Wire,Debit,1309.31,US,CP1321
TX103051,CUST1218,2026-01-29 00:00:00,ACH,Credit,775.21,US,CP1356
TX103052,CUST1130,2026-03-17 00:00:00,Wire,Credit,4801.39,US,CP1037
TX103053,CUST1231,2026-04-04 00:00:00,Card,Credit,4383.21,RU,CP1457
TX103054,CUST1083,2026-07-22 00:00:00,ACH,Credit,271.07,US,CP1390
TX103055,CUST1040,2026-02-16 00:00:00,Wire,Credit,1398.48,US,CP1866
TX103056,CUST1140,2026-01-02 00:00:00,Wire,Debit,1845.76,US,CP2032
TX103057,CUST1226,2026-04-25 00:00:00,Cash Deposit,Debit,717.32,US,CP2021
TX103058,CUST1084,2026-04-13 00:00:00,ACH,Debit,659.95,US,CP1318
TX103059,CUST1283,2026-04-25 00:00:00,ACH,Credit,1443.89,US,CP1574
TX103060,CUST1091,2026-01-31 00:00:00,Card,Debit,1209.63,GH,CP1755
TX103061,CUST1170,2026-08-22 00:00:00,P2P,Credit,330.89,US,CP1640
TX103062,CUST1055,2026-03-28 00:00:00,ACH,Debit,1214.21,US,CP2198
TX103063,CUST1193,2026-04-09 00:00:00,Check,Credit,1102.71,SY,CP1892
TX103064,CUST1056,2026-03-31 00:00:00,Wire,Credit,2237.46,NG,CP1303
TX103065,CUST1096,2026-08-09 00:00:00,Cash Withdrawal,Debit,859.12,US,CP1878
TX103066,CUST1018,2026-08-22 00:00:00,P2P,Credit,264.04,US,CP1055
TX103067,CUST1052,2026-01-11 00:00:00,Check,Debit,1041.94,US,CP1560
TX103068,CUST1035,2026-01-08 00:00:00,P2P,Debit,1846.28,US,CP1258
TX103069,CUST1223,2026-03-28 00:00:00,Card,Credit,354.52,US,CP1742
TX103070,CUST1217,2026-07-02 00:00:00,Cash Deposit,Debit,1282.35,US,CP2121
TX103071,CUST1246,2026-06-30 00:00:00,Wire,Debit,1881.01,US,CP1397
TX103072,CUST1093,2026-01-06 00:00:00,Card,Credit,644.55,US,CP1989
TX103073,CUST1061,2026-04-22 00:00:00,P2P,Debit,300.5,AE,CP2133
TX103074,CUST1059,2026-08-22 00:00:00,Cash Deposit,Debit,2191.01,US,CP1926
TX103075,CUST1034,2026-01-20 00:00:00,ACH,Debit,10897.77,US,CP2494
TX103076,CUST1026,2026-08-22 00:00:00,Cash Deposit,Credit,8845.63,US,CP1206
TX103077,CUST1105,2026-03-31 00:00:00,ACH,Debit,719.13,CA,CP1014
TX103078,CUST1041,2026-06-19 00:00:00,P2P,Credit,592.53,US,CP1992
TX103079,CUST1187,2026-05-19 00:00:00,ACH,Debit,345.73,MX,CP1983
TX103080,CUST1175,2026-01-25 00:00:00,Cash Deposit,Debit,1492.27,US,CP2477
TX103081,CUST1109,2026-08-27 00:00:00,Cash Deposit,Debit,881.42,US,CP2358
TX103082,CUST1035,2026-03-12 00:00:00,ACH,Credit,804.89,US,CP1119
TX103083,CUST1289,2026-03-01 00:00:00,Check,Debit,3235.4,GH,CP1243
TX103084,CUST1066,2026-01-20 00:00:00,ACH,Credit,1026.53,US,CP1929
TX103085,CUST1237,2026-01-23 00:00:00,P2P,Debit,9139.12,US,CP2020
TX103086,CUST1271,2026-08-22 00:00:00,Check,Debit,1034.24,US,CP1632
TX103087,CUST1274,2026-07-09 00:00:00,Cash Deposit,Debit,1049.42,MX,CP2305
TX103088,CUST1179,2026-06-27 00:00:00,Wire,Credit,617.18,US,CP2071
TX103089,CUST1179,2026-06-03 00:00:00,ACH,Debit,5844.27,US,CP2461
TX103090,CUST1246,2026-02-13 00:00:00,Wire,Debit,1578.59,AE,CP1975
TX103091,CUST1226,2026-03-29 00:00:00,Cash Deposit,Credit,4100.93,US,CP1841
TX103092,CUST1200,2026-09-06 00:00:00,Cash Deposit,Debit,598.46,US,CP1312
TX103093,CUST1285,2026-04-08 00:00:00,ACH,Credit,1290.18,US,CP2156
TX103094,CUST1070,2026-03-08 00:00:00,P2P,Debit,2718.44,US,CP2318
TX103095,CUST1010,2026-03-23 00:00:00,Card,Credit,222.63,US,CP2275
TX103096,CUST1166,2026-05-30 00:00:00,Cash Deposit,Credit,1948.2,MX,CP1417
TX103097,CUST1172,2026-06-15 00:00:00,Wire,Debit,2331.62,IR,CP2015
TX103098,CUST1255,2026-02-24 00:00:00,Wire,Credit,374.17,NG,CP1729
TX103099,CUST1056,2026-08-05 00:00:00,ACH,Credit,2261.11,CA,CP2022
TX103100,CUST1028,2026-04-21 00:00:00,Check,Credit,544.54,US,CP1313
TX103101,CUST1238,2026-03-16 00:00:00,Card,Credit,751.33,US,CP2425
TX103102,CUST1281,2026-04-07 00:00:00,ACH,Credit,762.02,MX,CP2350
TX103103,CUST1069,2026-08-16 00:00:00,ACH,Debit,3325.05,RU,CP1859
TX103104,CUST1074,2026-05-28 00:00:00,Card,Credit,606.85,MX,CP1594
TX103105,CUST1222,2026-04-15 00:00:00,Cash Deposit,Credit,864.02,MX,CP1483
TX103106,CUST1188,2026-08-15 00:00:00,Wire,Debit,1719.21,US,CP1483
TX103107,CUST1099,2026-05-03 00:00:00,Check,Debit,675.47,AE,CP1115
TX103108,CUST1185,2026-01-12 00:00:00,Cash Deposit,Debit,3013.49,US,CP1094
TX103109,CUST1195,2026-03-06 00:00:00,Cash Deposit,Debit,625.07,US,CP2487
TX103110,CUST1025,2026-08-29 00:00:00,Card,Debit,955.65,US,CP1504
TX103111,CUST1203,2026-01-22 00:00:00,P2P,Debit,1318.88,SG,CP1231
TX103112,CUST1187,2026-06-23 00:00:00,Cash Withdrawal,Credit,1587.85,US,CP2164
TX103113,CUST1272,2026-02-20 00:00:00,ACH,Debit,1598.84,US,CP1596
TX103114,CUST1058,2026-01-31 00:00:00,Cash Deposit,Credit,7135.6,US,CP1405
TX103115,CUST1261,2026-03-04 00:00:00,Card,Credit,527.46,GB,CP2484
TX103116,CUST1213,2026-03-31 00:00:00,Cash Deposit,Debit,3423.78,US,CP2454
TX103117,CUST1131,2026-04-20 00:00:00,ACH,Debit,16717.21,MX,CP1909
TX103118,CUST1004,2026-08-04 00:00:00,P2P,Debit,2173.84,US,CP1825
TX103119,CUST1206,2026-05-04 00:00:00,Card,Debit,1598.03,MX,CP1686
TX103120,CUST1297,2026-04-27 00:00:00,Cash Deposit,Debit,1119.18,CA,CP1775
TX103121,CUST1054,2026-07-31 00:00:00,Cash Deposit,Credit,1565.57,GH,CP1821
TX103122,CUST1041,2026-07-08 00:00:00,Card,Credit,2712.56,US,CP1232
TX103123,CUST1029,2026-03-31 00:00:00,Wire,Debit,2610.13,IR,CP1648
TX103124,CUST1065,2026-02-21 00:00:00,Wire,Credit,634.84,US,CP1404
TX103125,CUST1214,2026-07-11 00:00:00,Cash Deposit,Credit,3408.88,US,CP1433
TX103126,CUST1065,2026-06-05 00:00:00,Wire,Debit,1337.53,US,CP1830
TX103127,CUST1272,2026-03-05 00:00:00,P2P,Credit,306.35,CA,CP2368
TX103128,CUST1262,2026-07-19 00:00:00,P2P,Credit,193.88,US,CP1470
TX103129,CUST1223,2026-04-30 00:00:00,Cash Deposit,Debit,2660.9,US,CP1925
TX103130,CUST1004,2026-07-29 00:00:00,Check,Credit,1169.85,MX,CP1166
TX103131,CUST1155,2026-01-20 00:00:00,Card,Credit,2372.5,SG,CP1561
TX103132,CUST1060,2026-03-20 00:00:00,Card,Credit,313.04,US,CP1203
TX103133,CUST1188,2026-08-12 00:00:00,P2P,Debit,4385.31,US,CP2027
TX103134,CUST1199,2026-05-29 00:00:00,Check,Credit,826.68,MX,CP2258
TX103135,CUST1219,2026-03-30 00:00:00,Wire,Debit,253.04,US,CP1560
TX103136,CUST1203,2026-03-25 00:00:00,P2P,Credit,503.54,RU,CP1269
TX103137,CUST1170,2026-06-10 00:00:00,Cash Deposit,Debit,3917.11,US,CP1776
TX103138,CUST1242,2026-08-19 00:00:00,Cash Deposit,Credit,7300.74,CA,CP2107
TX103139,CUST1108,2026-05-21 00:00:00,Check,Credit,1560.28,US,CP2357
TX103140,CUST1262,2026-03-11 00:00:00,Cash Deposit,Credit,734.21,US,CP1575
TX103141,CUST1255,2026-05-03 00:00:00,Cash Withdrawal,Debit,5925.69,GB,CP1606
TX103142,CUST1023,2026-08-10 00:00:00,ACH,Debit,4815.47,US,CP2141
TX103143,CUST1110,2026-03-01 00:00:00,Card,Debit,99.74,US,CP1919
TX103144,CUST1179,2026-08-16 00:00:00,Wire,Debit,1407.88,US,CP2203
TX103145,CUST1271,2026-07-26 00:00:00,Cash Deposit,Credit,2300.93,US,CP2433
TX103146,CUST1294,2026-03-16 00:00:00,Wire,Debit,1114.34,US,CP1461
TX103147,CUST1239,2026-04-29 00:00:00,P2P,Debit,9851.83,US,CP1589
TX103148,CUST1026,2026-05-12 00:00:00,ACH,Debit,708.32,SG,CP2438
TX103149,CUST1237,2026-02-02 00:00:00,Cash Withdrawal,Debit,3278.88,US,CP1343
TX103150,CUST1017,2026-06-23 00:00:00,Cash Deposit,Credit,1000.51,US,CP2394
TX103151,CUST1250,2026-01-25 00:00:00,Cash Withdrawal,Credit,1550.09,US,CP1072
TX103152,CUST1219,2026-09-04 00:00:00,Card,Credit,2069.01,US,CP1837
TX103153,CUST1296,2026-05-06 00:00:00,Cash Deposit,Debit,3194.85,US,CP1981
TX103154,CUST1251,2026-04-07 00:00:00,P2P,Debit,555.98,US,CP1561
TX103155,CUST1296,2026-05-22 00:00:00,Cash Withdrawal,Credit,4663.91,SG,CP1805
TX103156,CUST1199,2026-01-21 00:00:00,ACH,Debit,2256.02,US,CP1075
TX103157,CUST1150,2026-03-11 00:00:00,Card,Debit,7738.51,CA,CP2301
TX103158,CUST1074,2026-04-27 00:00:00,Cash Deposit,Debit,313.59,US,CP1885
TX103159,CUST1113,2026-02-28 00:00:00,Card,Debit,640.27,GB,CP2045
TX103160,CUST1012,2026-04-12 00:00:00,ACH,Credit,2150.6,US,CP1333
TX103161,CUST1219,2026-07-27 00:00:00,Cash Deposit,Credit,1121.8,US,CP2249
TX103162,CUST1149,2026-02-02 00:00:00,Wire,Debit,155.1,US,CP2271
TX103163,CUST1290,2026-06-20 00:00:00,ACH,Debit,280.06,GB,CP2159
TX103164,CUST1290,2026-01-10 00:00:00,Check,Credit,152.94,US,CP1394
TX103165,CUST1189,2026-02-05 00:00:00,P2P,Credit,1079.74,SG,CP2128
TX103166,CUST1278,2026-03-27 00:00:00,Card,Credit,1844.75,GH,CP2104
TX103167,CUST1007,2026-07-21 00:00:00,Cash Withdrawal,Credit,38.35,US,CP1613
TX103168,CUST1133,2026-07-06 00:00:00,Wire,Debit,1341.95,US,CP1717
TX103169,CUST1011,2026-01-15 00:00:00,Cash Deposit,Debit,3169.62,US,CP1693
TX103170,CUST1043,2026-07-28 00:00:00,ACH,Debit,652.59,US,CP1463
TX103171,CUST1139,2026-07-30 00:00:00,P2P,Credit,658.93,NG,CP1759
TX103172,CUST1237,2026-06-11 00:00:00,P2P,Credit,4078.96,SG,CP1868
TX103173,CUST1236,2026-07-29 00:00:00,Cash Withdrawal,Debit,108.57,US,CP1393
TX103174,CUST1215,2026-05-29 00:00:00,P2P,Debit,1796.71,CA,CP1155
TX103175,CUST1266,2026-01-31 00:00:00,Wire,Credit,3138.59,RU,CP1896
TX103176,CUST1295,2026-07-04 00:00:00,Card,Credit,1312.82,US,CP1607
TX103177,CUST1112,2026-09-05 00:00:00,P2P,Debit,2713.15,GB,CP1803
TX103178,CUST1041,2026-03-19 00:00:00,Wire,Debit,5763.01,US,CP2166
TX103179,CUST1155,2026-08-14 00:00:00,P2P,Debit,950.2,SY,CP1273
TX103180,CUST1282,2026-04-25 00:00:00,P2P,Debit,2548.51,AE,CP2013
TX103181,CUST1153,2026-02-14 00:00:00,Check,Debit,1602.82,MX,CP1423
TX103182,CUST1291,2026-05-27 00:00:00,Cash Deposit,Debit,1494.05,GB,CP1189
TX103183,CUST1028,2026-06-13 00:00:00,Wire,Debit,3429.75,US,CP1115
TX103184,CUST1142,2026-08-03 00:00:00,ACH,Credit,10183.28,US,CP2107
TX103185,CUST1000,2026-04-27 00:00:00,Wire,Credit,668.1,US,CP2084
TX103186,CUST1209,2026-08-16 00:00:00,Cash Deposit,Credit,4487.97,SG,CP2412
TX103187,CUST1157,2026-02-06 00:00:00,P2P,Debit,351.04,US,CP2190
TX103188,CUST1077,2026-06-24 00:00:00,ACH,Debit,2916.81,US,CP2098
TX103189,CUST1151,2026-02-21 00:00:00,ACH,Credit,4627.4,US,CP2165
TX103190,CUST1191,2026-06-17 00:00:00,P2P,Debit,661.51,NG,CP2477
TX103191,CUST1259,2026-02-21 00:00:00,ACH,Credit,172.03,US,CP2034
TX103192,CUST1297,2026-07-06 00:00:00,ACH,Debit,1535.0,NG,CP1832
TX103193,CUST1054,2026-06-17 00:00:00,ACH,Debit,547.82,SY,CP2285
TX103194,CUST1014,2026-04-24 00:00:00,P2P,Credit,4575.1,US,CP1087
TX103195,CUST1255,2026-05-24 00:00:00,Cash Withdrawal,Credit,7647.46,SY,CP1923
TX103196,CUST1169,2026-08-22 00:00:00,Check,Credit,3275.59,CA,CP1232
TX103197,CUST1081,2026-08-31 00:00:00,ACH,Debit,2614.65,NG,CP1499
TX103198,CUST1194,2026-06-06 00:00:00,P2P,Debit,495.66,CA,CP1856
TX103199,CUST1161,2026-03-18 00:00:00,ACH,Debit,788.43,US,CP2463
TX103200,CUST1205,2026-03-19 00:00:00,Card,Credit,2062.99,US,CP1731
TX103201,CUST1212,2026-05-01 00:00:00,Cash Deposit,Credit,469.35,US,CP2158
TX103202,CUST1262,2026-06-03 00:00:00,ACH,Credit,3917.06,CA,CP1232
TX103203,CUST1043,2026-04-03 00:00:00,ACH,Debit,417.92,US,CP2043
TX103204,CUST1257,2026-04-27 00:00:00,Check,Credit,1721.4,US,CP1565
TX103205,CUST1283,2026-04-06 00:00:00,Cash Deposit,Credit,1019.24,US,CP1389
TX103206,CUST1134,2026-02-11 00:00:00,Check,Credit,1886.55,US,CP1134
TX103207,CUST1287,2026-05-26 00:00:00,ACH,Credit,136.02,US,CP1078
TX103208,CUST1187,2026-06-10 00:00:00,Cash Deposit,Credit,1629.31,US,CP2130
TX103209,CUST1290,2026-07-16 00:00:00,P2P,Credit,603.67,US,CP2017
TX103210,CUST1160,2026-07-12 00:00:00,ACH,Debit,323.6,US,CP2237
TX103211,CUST1000,2026-06-20 00:00:00,Cash Withdrawal,Credit,796.09,US,CP1542
TX103212,CUST1050,2026-02-05 00:00:00,Check,Credit,387.62,US,CP1681
TX103213,CUST1193,2026-01-29 00:00:00,Wire,Credit,2500.45,US,CP1246
TX103214,CUST1282,2026-03-04 00:00:00,Wire,Debit,121.37,US,CP1503
TX103215,CUST1201,2026-03-10 00:00:00,Wire,Credit,2482.74,US,CP1175
TX103216,CUST1202,2026-03-05 00:00:00,Cash Deposit,Debit,6293.6,US,CP1643
TX103217,CUST1263,2026-06-06 00:00:00,Wire,Credit,926.33,GH,CP2151
TX103218,CUST1090,2026-03-02 00:00:00,Cash Withdrawal,Debit,1088.47,AE,CP2417
TX103219,CUST1060,2026-07-10 00:00:00,Check,Credit,952.11,US,CP2222
TX103220,CUST1265,2026-05-30 00:00:00,ACH,Credit,1919.17,US,CP1947
TX103221,CUST1037,2026-08-05 00:00:00,Check,Credit,1473.04,US,CP1542
TX103222,CUST1093,2026-04-13 00:00:00,Card,Credit,492.66,US,CP1295
TX103223,CUST1242,2026-04-01 00:00:00,P2P,Credit,2122.07,US,CP1348
TX103224,CUST1075,2026-08-17 00:00:00,Wire,Credit,1284.26,US,CP1617
