transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_country,counterparty_id,customer_name,customer_type,country,occupation_industry,kyc_risk,pep_flag,expected_monthly_volume,account_open_date,month,is_cross_border,is_high_risk_country,is_cash,is_wire
TX103313,CUST1104,2026-07-18 00:00:00,Cash Deposit,Credit,3924.83,US,CP1133,Customer 105,Business,US,Student,High,0,16908.69,2023-04-29,2026-07,0,0,1,0
TX103314,CUST1238,2026-07-17 00:00:00,Cash Withdrawal,Credit,137.45,GB,CP1761,Customer 239,Individual,NG,Healthcare,Low,0,3934.26,2019-10-07,2026-07,1,0,1,0
TX103315,CUST1144,2026-04-15 00:00:00,Cash Deposit,Credit,99.16,SG,CP1296,Customer 145,Individual,US,Retail,Low,0,7938.7,2020-11-01,2026-04,1,0,1,0
TX103316,CUST1260,2026-07-07 00:00:00,Card,Debit,323.15,US,CP2269,Customer 261,Individual,US,Finance,High,0,6209.96,2019-09-07,2026-07,0,0,0,0
TX103317,CUST1268,2026-07-14 00:00:00,Card,Debit,17174.58,US,CP1117,Customer 269,Individual,US,Consulting,Low,0,2872.97,2021-03-07,2026-07,0,0,0,0
TX103318,CUST1222,2026-06-12 00:00:00,ACH,Credit,211.99,IR,CP1579,Customer 223,Individual,US,Hospitality,High,0,3931.14,2021-03-16,2026-06,1,1,0,0
TX103319,CUST1229,2026-01-17 00:00:00,ACH,Debit,643.58,US,CP1192,Customer 230,Individual,US,Construction,Medium,0,3394.56,2024-03-27,2026-01,0,0,0,0
TX103320,CUST1039,2026-01-21 00:00:00,P2P,Credit,1832.41,US,CP1641,Customer 40,Individual,US,Finance,Low,0,2922.04,2025-02-23,2026-01,0,0,0,0
TX103321,CUST1001,2026-03-30 00:00:00,Cash Deposit,Credit,213.65,GH,CP1598,Customer 2,Business,US,Logistics,Medium,0,1453.54,2020-10-15,2026-03,1,0,1,0
TX103322,CUST1262,2026-01-19 00:00:00,Check,Debit,481.15,US,CP1148,Customer 263,Individual,US,Construction,Low,0,4677.71,2019-01-03,2026-01,0,0,0,0
TX103323,CUST1016,2026-06-12 00:00:00,Wire,Credit,986.37,US,CP2038,Customer 17,Business,MX,Hospitality,Low,0,4364.48,2023-07-26,2026-06,0,0,0,1
TX103324,CUST1011,2026-06-02 00:00:00,ACH,Debit,5684.19,US,CP1435,Customer 12,Individual,US,Healthcare,Medium,0,5178.95,2020-09-27,2026-06,0,0,0,0
TX103325,CUST1298,2026-08-21 00:00:00,Wire,Debit,633.52,US,CP2328,Customer 299,Individual,GB,Hospitality,Medium,0,2057.9,2022-09-03,2026-08,0,0,0,1
TX103326,CUST1048,2026-05-22 00:00:00,P2P,Credit,4549.44,US,CP1868,Customer 49,Individual,US,Consulting,Medium,0,2396.84,2025-01-31,2026-05,0,0,0,0
TX103327,CUST1166,2026-02-20 00:00:00,Cash Withdrawal,Credit,737.25,US,CP2495,Customer 167,Individual,GH,Hospitality,Medium,0,20454.14,2021-04-29,2026-02,0,0,1,0
TX103328,CUST1011,2026-02-16 00:00:00,Wire,Debit,1803.86,US,CP1479,Customer 12,Individual,US,Healthcare,Medium,0,5178.95,2020-09-27,2026-02,0,0,0,1
TX103329,CUST1183,2026-09-03 00:00:00,Check,Debit,2818.08,SY,CP1113,Customer 184,Individual,SG,Technology,Low,0,9587.96,2019-08-07,2026-09,1,1,0,0
TX103330,CUST1078,2026-02-23 00:00:00,Check,Debit,392.3,MX,CP1208,Customer 79,Individual,US,Consulting,Low,0,1666.36,2025-01-19,2026-02,1,0,0,0
TX103331,CUST1105,2026-06-18 00:00:00,Card,Credit,2036.24,US,CP1891,Customer 106,Individual,SG,Consulting,Low,0,4983.95,2020-09-03,2026-06,0,0,0,0
TX103332,CUST1010,2026-05-27 00:00:00,Wire,Debit,2940.12,GB,CP1864,Customer 11,Individual,US,Hospitality,Low,0,8278.42,2020-04-05,2026-05,1,0,0,1
TX103333,CUST1249,2026-02-19 00:00:00,ACH,Credit,7031.16,US,CP1936,Customer 250,Individual,US,Education,Low,0,13237.67,2024-09-13,2026-02,0,0,0,0
TX103334,CUST1295,2026-05-02 00:00:00,P2P,Debit,1534.82,US,CP2245,Customer 296,Business,US,Technology,Low,0,2093.81,2023-07-23,2026-05,0,0,0,0
TX103335,CUST1167,2026-01-04 00:00:00,P2P,Debit,5157.57,US,CP2105,Customer 168,Individual,NG,Consulting,High,0,6297.46,2019-06-14,2026-01,0,0,0,0
TX103336,CUST1061,2026-07-04 00:00:00,Card,Credit,3524.72,GH,CP1015,Customer 62,Individual,US,Hospitality,Low,0,1749.98,2022-05-20,2026-07,1,0,0,0
TX103337,CUST1177,2026-08-21 00:00:00,ACH,Debit,893.15,SY,CP2094,Customer 178,Individual,US,Construction,Low,0,3202.41,2025-02-26,2026-08,1,1,0,0
TX103338,CUST1053,2026-07-09 00:00:00,Wire,Debit,2764.25,RU,CP1896,Customer 54,Individual,US,Logistics,Low,0,4768.71,2023-12-29,2026-07,1,1,0,1
TX103339,CUST1074,2026-06-18 00:00:00,Check,Debit,1209.56,US,CP1164,Customer 75,Individual,US,Hospitality,Medium,0,9451.01,2024-05-27,2026-06,0,0,0,0
TX103340,CUST1230,2026-06-12 00:00:00,Check,Credit,6671.7,IR,CP1193,Customer 231,Individual,US,Construction,Low,0,648.16,2025-01-21,2026-06,1,1,0,0
TX103341,CUST1233,2026-06-30 00:00:00,Wire,Credit,336.09,US,CP1108,Customer 234,Business,NG,Retail,Low,0,2705.64,2024-07-26,2026-06,0,0,0,1
TX103342,CUST1043,2026-01-07 00:00:00,Card,Credit,5011.01,US,CP1272,Customer 44,Business,US,Education,Medium,0,4439.99,2021-09-30,2026-01,0,0,0,0
TX103343,CUST1064,2026-04-14 00:00:00,Card,Debit,984.07,US,CP1335,Customer 65,Individual,CA,Hospitality,Low,0,6897.82,2020-12-22,2026-04,0,0,0,0
TX103344,CUST1275,2026-07-12 00:00:00,ACH,Debit,2546.64,US,CP1374,Customer 276,Individual,US,Consulting,Low,0,3244.73,2025-05-22,2026-07,0,0,0,0
TX103345,CUST1041,2026-01-22 00:00:00,Card,Debit,2334.45,US,CP1728,Customer 42,Business,US,Education,Low,0,1546.87,2020-03-23,2026-01,0,0,0,0
TX103346,CUST1129,2026-04-19 00:00:00,Cash Deposit,Debit,206.73,GH,CP1980,Customer 130,Individual,US,Construction,High,0,9435.69,2020-12-09,2026-04,1,0,1,0
TX103347,CUST1179,2026-04-30 00:00:00,Wire,Credit,543.26,US,CP1137,Customer 180,Individual,US,Student,High,0,10603.87,2021-09-09,2026-04,0,0,0,1
TX103348,CUST1010,2026-07-10 00:00:00,P2P,Debit,655.83,AE,CP2476,Customer 11,Individual,US,Hospitality,Low,0,8278.42,2020-04-05,2026-07,1,0,0,0
TX103349,CUST1249,2026-06-10 00:00:00,Cash Deposit,Credit,7508.8,US,CP1725,Customer 250,Individual,US,Education,Low,0,13237.67,2024-09-13,2026-06,0,0,1,0
TX103350,CUST1214,2026-04-29 00:00:00,Card,Credit,567.26,US,CP2186,Customer 215,Individual,GH,Consulting,Low,1,4656.53,2022-07-28,2026-04,0,0,0,0
TX103351,CUST1087,2026-03-11 00:00:00,Wire,Debit,2646.48,US,CP1738,Customer 88,Individual,NG,Consulting,Medium,0,8462.99,2020-01-04,2026-03,0,0,0,1
TX103352,CUST1299,2026-03-17 00:00:00,Wire,Credit,4826.06,GH,CP2127,Customer 300,Individual,US,Healthcare,Low,0,2079.73,2021-07-10,2026-03,1,0,0,1
TX103353,CUST1090,2026-08-28 00:00:00,ACH,Debit,2132.6,SG,CP1551,Customer 91,Individual,GB,Construction,Low,0,2193.35,2025-07-21,2026-08,1,0,0,0
TX103354,CUST1231,2026-07-25 00:00:00,Card,Debit,229.13,US,CP2208,Customer 232,Individual,US,Education,Medium,0,3626.44,2021-02-22,2026-07,0,0,0,0
TX103355,CUST1044,2026-07-13 00:00:00,Cash Deposit,Credit,450.32,US,CP1620,Customer 45,Individual,US,Consulting,Low,0,1492.78,2023-07-19,2026-07,0,0,1,0
TX103356,CUST1229,2026-01-28 00:00:00,ACH,Debit,1600.08,US,CP2362,Customer 230,Individual,US,Construction,Medium,0,3394.56,2024-03-27,2026-01,0,0,0,0
TX103357,CUST1180,2026-01-05 00:00:00,Check,Debit,1154.11,US,CP2445,Customer 181,Business,US,Student,Low,0,5062.12,2024-10-06,2026-01,0,0,0,0
TX103358,CUST1243,2026-03-18 00:00:00,ACH,Credit,572.31,CA,CP1967,Customer 244,Individual,NG,Logistics,High,0,8280.71,2025-03-12,2026-03,1,0,0,0
TX103359,CUST1231,2026-03-15 00:00:00,ACH,Credit,2213.87,AE,CP1923,Customer 232,Individual,US,Education,Medium,0,3626.44,2021-02-22,2026-03,1,0,0,0
TX103360,CUST1193,2026-07-26 00:00:00,P2P,Debit,1242.95,US,CP1257,Customer 194,Individual,US,Student,High,0,2355.03,2025-03-17,2026-07,0,0,0,0
TX103361,CUST1037,2026-08-14 00:00:00,Check,Debit,1896.66,US,CP1353,Customer 38,Individual,US,Consulting,Low,0,2943.78,2024-12-02,2026-08,0,0,0,0
TX103362,CUST1137,2026-02-22 00:00:00,Check,Credit,6048.9,US,CP1735,Customer 138,Individual,CA,Education,Low,0,4063.73,2019-10-01,2026-02,0,0,0,0
TX103363,CUST1160,2026-07-06 00:00:00,Check,Debit,738.21,GH,CP1998,Customer 161,Individual,US,Technology,Medium,0,5563.73,2023-05-19,2026-07,1,0,0,0
TX103364,CUST1281,2026-05-07 00:00:00,Wire,Debit,1517.04,GB,CP1992,Customer 282,Individual,AE,Retail,High,0,3897.6,2024-05-24,2026-05,1,0,0,1
TX103365,CUST1161,2026-07-20 00:00:00,Wire,Credit,269.93,US,CP2294,Customer 162,Business,GB,Technology,Medium,0,2501.57,2021-09-24,2026-07,0,0,0,1
TX103366,CUST1274,2026-03-25 00:00:00,ACH,Debit,778.11,US,CP1924,Customer 275,Individual,CA,Hospitality,High,0,978.47,2022-04-09,2026-03,0,0,0,0
TX103367,CUST1032,2026-02-17 00:00:00,Card,Credit,1825.48,US,CP1640,Customer 33,Individual,GB,Student,Low,1,13421.88,2023-05-25,2026-02,0,0,0,0
TX103368,CUST1101,2026-01-17 00:00:00,Card,Debit,16739.4,MX,CP1165,Customer 102,Individual,MX,Consulting,Low,0,1724.67,2023-10-22,2026-01,1,0,0,0
TX103369,CUST1159,2026-08-09 00:00:00,ACH,Debit,1311.78,GH,CP1901,Customer 160,Individual,US,Logistics,Low,0,5942.26,2021-12-19,2026-08,1,0,0,0
TX103370,CUST1250,2026-07-12 00:00:00,Wire,Debit,2069.95,CA,CP2423,Customer 251,Individual,US,Consulting,Medium,0,3658.49,2019-05-12,2026-07,1,0,0,1
TX103371,CUST1081,2026-06-14 00:00:00,Card,Credit,632.1,US,CP1480,Customer 82,Business,US,Education,Low,0,1204.35,2019-04-24,2026-06,0,0,0,0
TX103372,CUST1132,2026-06-29 00:00:00,Cash Deposit,Credit,814.86,US,CP1711,Customer 133,Individual,US,Retail,Low,0,2376.68,2025-03-10,2026-06,0,0,1,0
TX103373,CUST1059,2026-04-12 00:00:00,Card,Credit,1114.87,CA,CP2302,Customer 60,Individual,CA,Technology,High,0,876.55,2020-07-05,2026-04,1,0,0,0
TX103374,CUST1259,2026-08-20 00:00:00,Cash Deposit,Credit,9215.06,GB,CP1488,Customer 260,Individual,US,Retail,Medium,0,1525.4,2025-01-15,2026-08,1,0,1,0
TX103375,CUST1295,2026-06-20 00:00:00,Check,Credit,906.1,US,CP2012,Customer 296,Business,US,Technology,Low,0,2093.81,2023-07-23,2026-06,0,0,0,0
TX103376,CUST1253,2026-07-14 00:00:00,ACH,Credit,4005.78,US,CP2089,Customer 254,Individual,US,Logistics,Low,0,5916.1,2020-07-10,2026-07,0,0,0,0
TX103377,CUST1027,2026-03-03 00:00:00,P2P,Debit,1201.78,US,CP2161,Customer 28,Business,SG,Construction,Medium,0,1092.06,2025-06-02,2026-03,0,0,0,0
TX103378,CUST1208,2026-02-12 00:00:00,Check,Credit,592.2,NG,CP1833,Customer 209,Business,US,Student,Low,0,4788.33,2019-06-19,2026-02,1,0,0,0
TX103379,CUST1103,2026-08-13 00:00:00,Card,Credit,9168.02,MX,CP1548,Customer 104,Individual,US,Education,Low,0,9373.0,2024-07-05,2026-08,1,0,0,0
TX103380,CUST1161,2026-08-22 00:00:00,Card,Debit,277.8,US,CP2362,Customer 162,Business,GB,Technology,Medium,0,2501.57,2021-09-24,2026-08,0,0,0,0
TX103381,CUST1185,2026-01-20 00:00:00,Wire,Credit,3411.09,US,CP1728,Customer 186,Individual,US,Retail,Low,0,5803.14,2024-11-08,2026-01,0,0,0,1
TX103382,CUST1178,2026-01-28 00:00:00,Cash Withdrawal,Debit,2073.52,US,CP2394,Customer 179,Individual,US,Consulting,Medium,1,1649.33,2024-08-26,2026-01,0,0,1,0
TX103383,CUST1121,2026-03-08 00:00:00,Cash Deposit,Debit,1170.89,RU,CP1218,Customer 122,Individual,NG,Education,Low,0,4888.33,2022-03-15,2026-03,1,1,1,0
TX103384,CUST1165,2026-07-30 00:00:00,ACH,Credit,836.1,US,CP2043,Customer 166,Individual,US,Retail,Low,0,7103.79,2025-04-03,2026-07,0,0,0,0
TX103385,CUST1005,2026-06-29 00:00:00,Card,Credit,620.46,SY,CP1807,Customer 6,Business,US,Retail,Low,0,3156.31,2022-05-27,2026-06,1,1,0,0
TX103386,CUST1176,2026-03-15 00:00:00,ACH,Credit,295.32,US,CP2375,Customer 177,Individual,CA,Student,Medium,0,2809.19,2020-10-13,2026-03,0,0,0,0
TX103387,CUST1259,2026-04-15 00:00:00,ACH,Debit,2994.26,US,CP1288,Customer 260,Individual,US,Retail,Medium,0,1525.4,2025-01-15,2026-04,0,0,0,0
TX103388,CUST1269,2026-08-03 00:00:00,Wire,Debit,8587.22,GB,CP1032,Customer 270,Business,US,Healthcare,Low,0,5938.74,2025-07-02,2026-08,1,0,0,1
TX103389,CUST1071,2026-08-09 00:00:00,Check,Debit,311.49,IR,CP1292,Customer 72,Individual,US,Finance,Low,0,5769.07,2019-02-26,2026-08,1,1,0,0
TX103390,CUST1032,2026-03-25 00:00:00,Check,Debit,484.99,CA,CP1112,Customer 33,Individual,GB,Student,Low,1,13421.88,2023-05-25,2026-03,1,0,0,0
TX103391,CUST1123,2026-07-26 00:00:00,Wire,Credit,1118.15,GH,CP1044,Customer 124,Individual,GB,Education,High,0,2146.02,2021-12-27,2026-07,1,0,0,1
TX103392,CUST1095,2026-08-21 00:00:00,Wire,Credit,1334.76,US,CP1142,Customer 96,Individual,US,Retail,Medium,0,1542.95,2020-01-24,2026-08,0,0,0,1
TX103393,CUST1272,2026-06-20 00:00:00,ACH,Debit,2973.58,US,CP1607,Customer 273,Individual,MX,Student,Low,0,3822.88,2023-12-26,2026-06,0,0,0,0
TX103394,CUST1213,2026-03-25 00:00:00,Wire,Credit,612.66,CA,CP1549,Customer 214,Individual,GB,Hospitality,Low,0,7064.17,2020-05-02,2026-03,1,0,0,1
TX103395,CUST1290,2026-04-01 00:00:00,ACH,Credit,203.34,US,CP1754,Customer 291,Individual,CA,Education,Low,0,2817.02,2024-01-10,2026-04,0,0,0,0
TX103396,CUST1151,2026-06-09 00:00:00,Check,Debit,1319.62,SG,CP2182,Customer 152,Individual,CA,Logistics,Medium,0,8634.68,2023-06-07,2026-06,1,0,0,0
TX103397,CUST1274,2026-04-20 00:00:00,Wire,Debit,709.65,US,CP1186,Customer 275,Individual,CA,Hospitality,High,0,978.47,2022-04-09,2026-04,0,0,0,1
TX103398,CUST1211,2026-04-29 00:00:00,ACH,Debit,1212.32,RU,CP1890,Customer 212,Individual,NG,Healthcare,Medium,0,25396.35,2021-02-20,2026-04,1,1,0,0
TX103399,CUST1123,2026-03-24 00:00:00,ACH,Debit,368.91,US,CP2378,Customer 124,Individual,GB,Education,High,0,2146.02,2021-12-27,2026-03,0,0,0,0
TX103400,CUST1008,2026-07-02 00:00:00,ACH,Credit,1291.95,US,CP2369,Customer 9,Individual,US,Construction,Low,0,21088.47,2021-06-16,2026-07,0,0,0,0
TX103401,CUST1223,2026-03-20 00:00:00,ACH,Credit,4385.97,GB,CP2275,Customer 224,Individual,US,Healthcare,Low,0,2705.68,2023-07-09,2026-03,1,0,0,0
TX103402,CUST1024,2026-02-16 00:00:00,Cash Deposit,Credit,9174.33,US,CP1729,Customer 25,Individual,MX,Retail,Low,0,1556.1,2023-11-13,2026-02,0,0,1,0
TX103403,CUST1254,2026-01-04 00:00:00,Card,Credit,3585.25,GH,CP1163,Customer 255,Individual,US,Healthcare,Low,0,5589.88,2023-08-01,2026-01,1,0,0,0
TX103404,CUST1086,2026-05-07 00:00:00,Check,Debit,295.57,GB,CP1551,Customer 87,Individual,AE,Education,Medium,0,12771.52,2020-04-07,2026-05,1,0,0,0
TX103405,CUST1059,2026-03-06 00:00:00,Wire,Credit,3570.71,US,CP2056,Customer 60,Individual,CA,Technology,High,0,876.55,2020-07-05,2026-03,0,0,0,1
TX103406,CUST1189,2026-08-15 00:00:00,ACH,Debit,696.12,US,CP2045,Customer 190,Individual,AE,Technology,Low,0,10978.17,2021-08-03,2026-08,0,0,0,0
TX103407,CUST1290,2026-06-23 00:00:00,Cash Deposit,Debit,1561.26,SG,CP1674,Customer 291,Individual,CA,Education,Low,0,2817.02,2024-01-10,2026-06,1,0,1,0
TX103408,CUST1210,2026-04-28 00:00:00,ACH,Credit,246.04,US,CP1691,Customer 211,Individual,GB,Construction,Low,0,5964.21,2020-08-26,2026-04,0,0,0,0
TX103409,CUST1030,2026-05-16 00:00:00,Card,Credit,2988.14,CA,CP2047,Customer 31,Individual,US,Technology,Medium,0,4098.88,2020-12-06,2026-05,1,0,0,0
TX103410,CUST1090,2026-08-29 00:00:00,Wire,Debit,935.97,US,CP2283,Customer 91,Individual,GB,Construction,Low,0,2193.35,2025-07-21,2026-08,0,0,0,1
TX103411,CUST1197,2026-03-24 00:00:00,Wire,Debit,3015.96,RU,CP2028,Customer 198,Individual,US,Finance,Medium,0,2415.07,2024-06-09,2026-03,1,1,0,1
TX103412,CUST1055,2026-07-03 00:00:00,Card,Debit,1560.91,IR,CP2114,Customer 56,Individual,US,Healthcare,High,0,906.59,2023-06-09,2026-07,1,1,0,0
TX103413,CUST1071,2026-03-23 00:00:00,Check,Credit,441.85,GB,CP2372,Customer 72,Individual,US,Finance,Low,0,5769.07,2019-02-26,2026-03,1,0,0,0
TX103414,CUST1147,2026-05-07 00:00:00,Check,Credit,3919.94,CA,CP1091,Customer 148,Individual,GB,Logistics,Low,0,2286.49,2021-06-15,2026-05,1,0,0,0
TX103415,CUST1064,2026-02-14 00:00:00,Cash Deposit,Credit,4795.3,US,CP1921,Customer 65,Individual,CA,Hospitality,Low,0,6897.82,2020-12-22,2026-02,0,0,1,0
TX103416,CUST1159,2026-09-07 00:00:00,Wire,Credit,1434.46,US,CP2293,Customer 160,Individual,US,Logistics,Low,0,5942.26,2021-12-19,2026-09,0,0,0,1
TX103417,CUST1041,2026-01-20 00:00:00,ACH,Credit,849.72,US,CP1329,Customer 42,Business,US,Education,Low,0,1546.87,2020-03-23,2026-01,0,0,0,0
TX103418,CUST1088,2026-03-21 00:00:00,Check,Debit,2387.37,SG,CP1893,Customer 89,Individual,GH,Healthcare,Low,0,3536.29,2023-04-12,2026-03,1,0,0,0
TX103419,CUST1282,2026-02-08 00:00:00,ACH,Credit,1708.0,AE,CP1856,Customer 283,Individual,US,Hospitality,Medium,0,1704.82,2023-02-07,2026-02,1,0,0,0
TX103420,CUST1227,2026-08-24 00:00:00,Card,Credit,530.2,US,CP1558,Customer 228,Individual,SG,Consulting,Medium,0,1577.59,2024-07-12,2026-08,0,0,0,0
TX103421,CUST1038,2026-06-05 00:00:00,Card,Credit,333.82,US,CP1817,Customer 39,Business,US,Technology,Low,0,11058.56,2020-09-21,2026-06,0,0,0,0
TX103422,CUST1093,2026-04-24 00:00:00,Card,Debit,2805.47,US,CP1986,Customer 94,Individual,GB,Finance,Low,0,1624.44,2023-08-18,2026-04,0,0,0,0
TX103423,CUST1273,2026-08-21 00:00:00,Card,Credit,565.16,US,CP1777,Customer 274,Business,AE,Hospitality,Low,0,3260.85,2022-01-04,2026-08,0,0,0,0
TX103424,CUST1293,2026-08-01 00:00:00,Cash Deposit,Credit,478.46,US,CP2341,Customer 294,Individual,US,Consulting,Low,0,7339.11,2022-08-26,2026-08,0,0,1,0
TX103425,CUST1049,2026-06-21 00:00:00,Card,Credit,1396.14,US,CP2037,Customer 50,Business,US,Consulting,Medium,0,5455.83,2023-05-07,2026-06,0,0,0,0
TX103426,CUST1275,2026-04-30 00:00:00,Wire,Credit,1302.97,NG,CP2433,Customer 276,Individual,US,Consulting,Low,0,3244.73,2025-05-22,2026-04,1,0,0,1
TX103427,CUST1098,2026-03-28 00:00:00,Check,Credit,455.02,GB,CP2449,Customer 99,Individual,MX,Retail,Medium,0,2233.08,2022-10-09,2026-03,1,0,0,0
TX103428,CUST1041,2026-04-06 00:00:00,ACH,Debit,634.83,RU,CP1736,Customer 42,Business,US,Education,Low,0,1546.87,2020-03-23,2026-04,1,1,0,0
TX103429,CUST1063,2026-05-21 00:00:00,Card,Credit,1295.42,US,CP2496,Customer 64,Individual,US,Logistics,Low,0,8121.16,2023-08-14,2026-05,0,0,0,0
TX103430,CUST1157,2026-06-18 00:00:00,Cash Deposit,Debit,54.06,US,CP2156,Customer 158,Individual,US,Logistics,High,0,2606.46,2021-10-28,2026-06,0,0,1,0
TX103431,CUST1296,2026-02-03 00:00:00,Cash Withdrawal,Debit,610.56,US,CP1256,Customer 297,Business,US,Construction,Low,0,1858.09,2021-05-04,2026-02,0,0,1,0
TX103432,CUST1287,2026-02-11 00:00:00,ACH,Credit,309.64,SY,CP2300,Customer 288,Individual,SG,Healthcare,Low,0,2292.41,2024-06-25,2026-02,1,1,0,0
TX103433,CUST1027,2026-01-21 00:00:00,ACH,Debit,2602.27,US,CP2117,Customer 28,Business,SG,Construction,Medium,0,1092.06,2025-06-02,2026-01,0,0,0,0
TX103434,CUST1110,2026-06-07 00:00:00,ACH,Credit,915.26,US,CP1787,Customer 111,Individual,GB,Technology,Low,0,4399.06,2021-01-05,2026-06,0,0,0,0
TX103435,CUST1258,2026-01-16 00:00:00,ACH,Credit,2093.4,US,CP1252,Customer 259,Individual,US,Hospitality,Low,0,1189.81,2019-10-06,2026-01,0,0,0,0
TX103436,CUST1284,2026-05-18 00:00:00,Wire,Debit,2149.19,GH,CP2261,Customer 285,Individual,US,Consulting,Low,0,1616.01,2024-11-13,2026-05,1,0,0,1
TX103437,CUST1090,2026-05-22 00:00:00,P2P,Debit,441.26,US,CP1517,Customer 91,Individual,GB,Construction,Low,0,2193.35,2025-07-21,2026-05,0,0,0,0
TX103438,CUST1073,2026-05-13 00:00:00,Cash Deposit,Credit,3717.89,US,CP1288,Customer 74,Individual,MX,Retail,Low,0,2013.13,2020-10-06,2026-05,0,0,1,0
TX103439,CUST1285,2026-05-27 00:00:00,P2P,Credit,1085.47,US,CP1025,Customer 286,Individual,GH,Consulting,High,0,3135.28,2025-02-05,2026-05,0,0,0,0
TX103440,CUST1114,2026-05-05 00:00:00,Wire,Debit,1422.67,US,CP1294,Customer 115,Individual,US,Retail,Low,0,2799.4,2020-08-22,2026-05,0,0,0,1
TX103441,CUST1225,2026-02-08 00:00:00,ACH,Debit,205.42,CA,CP1164,Customer 226,Individual,CA,Hospitality,Medium,0,1986.84,2021-06-07,2026-02,1,0,0,0
TX103442,CUST1102,2026-07-01 00:00:00,Card,Credit,899.15,GH,CP1523,Customer 103,Individual,US,Education,Low,0,1630.59,2019-06-13,2026-07,1,0,0,0
TX103443,CUST1079,2026-08-24 00:00:00,Cash Withdrawal,Debit,2078.33,GB,CP1626,Customer 80,Individual,MX,Logistics,Low,0,3244.6,2020-06-30,2026-08,1,0,1,0
TX103444,CUST1267,2026-05-01 00:00:00,Card,Debit,731.93,US,CP1784,Customer 268,Individual,US,Technology,Low,0,5688.63,2021-04-02,2026-05,0,0,0,0
TX103445,CUST1152,2026-02-05 00:00:00,Check,Debit,3784.58,US,CP2251,Customer 153,Individual,GH,Retail,High,0,1972.74,2023-07-21,2026-02,0,0,0,0
TX103446,CUST1157,2026-06-16 00:00:00,Cash Deposit,Debit,459.64,CA,CP1367,Customer 158,Individual,US,Logistics,High,0,2606.46,2021-10-28,2026-06,1,0,1,0
TX103447,CUST1048,2026-05-08 00:00:00,Cash Deposit,Credit,8842.63,US,CP2049,Customer 49,Individual,US,Consulting,Medium,0,2396.84,2025-01-31,2026-05,0,0,1,0
TX103448,CUST1077,2026-06-16 00:00:00,ACH,Debit,367.95,GH,CP1367,Customer 78,Business,US,Construction,Low,0,3591.11,2025-07-10,2026-06,1,0,0,0
TX103449,CUST1122,2026-06-12 00:00:00,Cash Deposit,Debit,345.22,US,CP1908,Customer 123,Individual,US,Finance,Low,0,1446.53,2019-10-28,2026-06,0,0,1,0
TX103450,CUST1150,2026-02-22 00:00:00,Wire,Credit,82.81,MX,CP1918,Customer 151,Individual,US,Logistics,Low,0,1612.37,2024-03-20,2026-02,1,0,0,1
TX103451,CUST1007,2026-01-08 00:00:00,P2P,Debit,371.12,CA,CP2283,Customer 8,Business,US,Technology,Low,0,6465.0,2022-05-27,2026-01,1,0,0,0
TX103452,CUST1091,2026-03-20 00:00:00,Cash Deposit,Debit,6695.9,US,CP1585,Customer 92,Business,GH,Consulting,Low,0,2924.9,2020-04-16,2026-03,0,0,1,0
TX103453,CUST1204,2026-03-09 00:00:00,Cash Withdrawal,Debit,2018.62,US,CP1945,Customer 205,Individual,NG,Consulting,Medium,0,5903.59,2020-12-01,2026-03,0,0,1,0
TX103454,CUST1173,2026-06-26 00:00:00,Wire,Credit,767.53,US,CP1635,Customer 174,Individual,US,Logistics,Low,1,2815.89,2022-11-15,2026-06,0,0,0,1
TX103455,CUST1177,2026-05-14 00:00:00,Card,Debit,5279.35,SG,CP1589,Customer 178,Individual,US,Construction,Low,0,3202.41,2025-02-26,2026-05,1,0,0,0
TX103456,CUST1265,2026-08-16 00:00:00,Cash Deposit,Credit,659.03,US,CP1415,Customer 266,Individual,NG,Student,Low,0,3691.45,2019-04-14,2026-08,0,0,1,0
TX103457,CUST1081,2026-06-19 00:00:00,Card,Debit,552.39,US,CP1617,Customer 82,Business,US,Education,Low,0,1204.35,2019-04-24,2026-06,0,0,0,0
TX103458,CUST1014,2026-03-02 00:00:00,Cash Deposit,Debit,515.19,US,CP1294,Customer 15,Individual,US,Student,Low,0,1631.94,2021-10-11,2026-03,0,0,1,0
TX103459,CUST1003,2026-06-20 00:00:00,Card,Debit,3313.11,US,CP1398,Customer 4,Individual,GB,Consulting,Low,0,11785.2,2021-11-07,2026-06,0,0,0,0
TX103460,CUST1269,2026-02-19 00:00:00,Card,Credit,2014.68,US,CP2391,Customer 270,Business,US,Healthcare,Low,0,5938.74,2025-07-02,2026-02,0,0,0,0
TX103461,CUST1281,2026-06-15 00:00:00,Wire,Credit,887.47,US,CP2229,Customer 282,Individual,AE,Retail,High,0,3897.6,2024-05-24,2026-06,0,0,0,1
TX103462,CUST1159,2026-06-15 00:00:00,Wire,Debit,894.23,CA,CP1227,Customer 160,Individual,US,Logistics,Low,0,5942.26,2021-12-19,2026-06,1,0,0,1
TX103463,CUST1037,2026-01-19 00:00:00,Cash Deposit,Credit,9600.76,US,CP1517,Customer 38,Individual,US,Consulting,Low,0,2943.78,2024-12-02,2026-01,0,0,1,0
TX103464,CUST1020,2026-04-21 00:00:00,Cash Deposit,Debit,2031.16,CA,CP1700,Customer 21,Individual,SG,Construction,High,0,2219.49,2021-09-08,2026-04,1,0,1,0
