customer_id,total_transactions,total_volume,avg_transaction_amount,max_transaction_amount,cross_border_ratio,high_risk_country_ratio,cash_ratio,wire_ratio,unique_counterparties,kyc_risk,pep_flag,expected_monthly_volume,max_expected_ratio,risk_score,risk_level
CUST1159,57,126761.18,2223.880350877193,16552.32,0.3333333333333333,0.05263157894736842,0.3684210526315789,0.08771929824561403,56,Low,0,5942.26,6.359445732768339,60,High
CUST1160,41,94279.17,2299.491951219512,10396.71,0.2926829268292683,0.07317073170731707,0.14634146341463414,0.17073170731707318,40,Medium,0,5563.73,4.036159195359947,47,Moderate
CUST1161,59,113470.99,1923.2371186440678,13761.85,0.4067796610169492,0.05084745762711865,0.13559322033898305,0.2033898305084746,58,Medium,0,2501.57,8.660245365910207,67,High
CUST1162,49,103587.33,2114.0271428571427,8094.23,0.40816326530612246,0.08163265306122448,0.24489795918367346,0.16326530612244897,49,Medium,0,2019.05,10.900775117010475,57,Moderate
CUST1163,38,76863.1,2022.713157894737,12886.1,0.3157894736842105,0.13157894736842105,0.13157894736842105,0.21052631578947367,37,Low,0,4374.38,3.6533291575034634,50,Moderate
CUST1164,34,63072.03,1855.059705882353,6841.27,0.35294117647058826,0.058823529411764705,0.3235294117647059,0.08823529411764706,33,Low,0,3411.78,5.1267783972002885,50,Moderate
CUST1165,56,173131.08,3091.6264285714283,18205.89,0.375,0.05357142857142857,0.35714285714285715,0.125,56,Low,0,7103.79,5.583840456995492,60,High
CUST1166,46,108803.29000000001,2365.2889130434783,10712.12,0.391304347826087,0.13043478260869565,0.1956521739130435,0.17391304347826086,45,Medium,0,20454.14,1.121111911818341,42,Moderate
CUST1167,48,108905.91,2268.873125,9364.65,0.5208333333333334,0.10416666666666667,0.20833333333333334,0.16666666666666666,48,High,0,6297.46,3.8341124834457068,65,High
CUST1168,60,109966.2,1832.77,15922.69,0.36666666666666664,0.1,0.23333333333333334,0.15,58,Low,0,3559.68,8.660064949658397,50,Moderate
CUST1169,47,97901.09,2083.001914893617,7781.17,0.40425531914893614,0.1276595744680851,0.2553191489361702,0.0851063829787234,46,Medium,0,3255.73,5.441332665792311,67,High
CUST1170,62,203210.75,3277.592741935484,62873.48,0.3387096774193548,0.06451612903225806,0.1774193548387097,0.14516129032258066,61,Low,0,2086.3,41.11194459090255,50,Moderate
CUST1171,56,137642.4,2457.9,9837.51,0.4642857142857143,0.08928571428571429,0.2857142857142857,0.16071428571428573,56,Low,0,2019.62,12.10083580079421,60,High
CUST1172,44,79734.17,1812.1402272727273,6373.66,0.38636363636363635,0.06818181818181818,0.20454545454545456,0.20454545454545456,43,Low,0,1896.53,9.807733070396988,60,High
CUST1173,51,151311.54,2966.8929411764707,27847.21,0.3333333333333333,0.058823529411764705,0.23529411764705882,0.19607843137254902,49,Low,1,2815.89,13.127451711537027,65,High
CUST1174,48,98051.63,2042.7422916666667,13096.62,0.3125,0.041666666666666664,0.20833333333333334,0.125,46,Low,0,2758.26,10.611352809379826,30,Moderate
CUST1175,45,93193.63,2070.969555555556,12849.77,0.3111111111111111,0.044444444444444446,0.26666666666666666,0.044444444444444446,44,Low,0,5904.23,4.639358561573652,40,Moderate
CUST1176,49,110266.58,2250.338367346939,12922.59,0.32653061224489793,0.14285714285714285,0.1836734693877551,0.1836734693877551,48,Medium,0,2809.19,9.161801088570016,57,Moderate
CUST1177,41,77257.61,1884.3319512195121,10162.46,0.4146341463414634,0.0975609756097561,0.1951219512195122,0.14634146341463414,41,Low,0,3202.41,4.6438151267326795,50,Moderate
CUST1178,55,150144.69999999998,2729.903636363636,10646.8,0.36363636363636365,0.05454545454545454,0.18181818181818182,0.21818181818181817,55,Medium,1,1649.33,25.8608343994228,82,Critical
CUST1179,55,105649.45,1920.8990909090908,9977.46,0.41818181818181815,0.03636363636363636,0.14545454545454545,0.18181818181818182,52,High,0,10603.87,2.1319970916278677,30,Moderate
CUST1180,36,67760.22,1882.2283333333335,8344.99,0.4166666666666667,0.08333333333333333,0.1111111111111111,0.1388888888888889,36,Low,0,5062.12,2.7910302402945804,25,Low
CUST1181,47,76286.81999999999,1623.123829787234,6762.7,0.3404255319148936,0.02127659574468085,0.14893617021276595,0.23404255319148937,47,Low,0,11646.58,1.7269387236424771,25,Low
CUST1182,45,214191.03,4759.800666666667,48168.9,0.5555555555555556,0.17777777777777778,0.13333333333333333,0.17777777777777778,45,High,0,6111.79,20.536070447446658,65,High
CUST1183,54,147421.45,2730.026851851852,20496.63,0.42592592592592593,0.16666666666666666,0.2037037037037037,0.09259259259259259,53,Low,0,9587.96,4.27147276375788,50,Moderate
CUST1184,56,99133.68,1770.2442857142855,6295.51,0.3392857142857143,0.017857142857142856,0.16071428571428573,0.125,55,Low,0,3097.91,5.662256166254023,30,Moderate
CUST1185,44,98875.92,2247.18,13178.42,0.45454545454545453,0.06818181818181818,0.1590909090909091,0.09090909090909091,43,Low,0,5803.14,5.4887698728619325,50,Moderate
CUST1186,52,91016.94,1750.3257692307693,8768.78,0.4423076923076923,0.07692307692307693,0.23076923076923078,0.17307692307692307,52,High,0,21132.75,0.8006080609480547,50,Moderate
CUST1187,55,238986.04,4345.200727272728,22065.79,0.21818181818181817,0.03636363636363636,0.45454545454545453,0.07272727272727272,55,Low,0,1643.7,61.97095577051773,40,Moderate
CUST1188,55,128911.53,2343.846,10923.73,0.43636363636363634,0.09090909090909091,0.21818181818181817,0.14545454545454545,55,Low,0,7821.06,2.938714189636699,35,Moderate
CUST1189,50,108329.44,2166.5888,10580.09,0.36,0.1,0.22,0.04,49,Low,0,10978.17,2.2243752829478867,35,Moderate
CUST1190,47,94608.20999999999,2012.940638297872,7573.33,0.2553191489361702,0.10638297872340426,0.2127659574468085,0.14893617021276595,47,Low,0,4787.35,4.292186700366591,50,Moderate
CUST1191,47,125689.46,2674.243829787234,11770.25,0.5106382978723404,0.0851063829787234,0.2978723404255319,0.0425531914893617,47,Low,0,5987.25,5.804913775105432,60,High
CUST1192,54,168907.52,3127.917037037037,20114.44,0.4074074074074074,0.037037037037037035,0.24074074074074073,0.2222222222222222,52,High,0,8364.59,4.786176011017874,55,Moderate
CUST1193,43,106034.01000000001,2465.907209302326,24261.31,0.2558139534883721,0.06976744186046512,0.11627906976744186,0.18604651162790697,42,High,0,2355.03,16.149747561602187,65,High
CUST1194,54,127086.02,2353.444814814815,10450.25,0.4074074074074074,0.07407407407407407,0.2037037037037037,0.16666666666666666,53,Low,0,4775.8,5.58862180158298,50,Moderate
CUST1195,50,104951.17,2099.0234,8917.56,0.46,0.12,0.18,0.04,47,Low,0,2044.27,10.011852641774325,50,Moderate
CUST1196,47,109539.11,2330.6193617021277,23122.98,0.3829787234042553,0.0425531914893617,0.19148936170212766,0.14893617021276595,46,Low,0,2323.17,19.855447513526777,30,Moderate
CUST1197,51,106414.04,2086.5498039215686,7369.39,0.43137254901960786,0.09803921568627451,0.27450980392156865,0.11764705882352941,48,Medium,0,2415.07,8.216039286645936,67,High
CUST1198,60,120986.16,2016.4360000000001,11418.36,0.38333333333333336,0.06666666666666667,0.25,0.15,59,Medium,0,3310.74,7.473993729498542,57,Moderate
CUST1199,52,101750.55,1956.7413461538463,8896.82,0.38461538461538464,0.09615384615384616,0.1346153846153846,0.1346153846153846,52,Medium,0,4013.24,7.133430843906669,57,Moderate
CUST1200,64,187419.7,2928.4328125,27962.98,0.4375,0.09375,0.203125,0.125,63,Low,0,4919.55,7.1632080169934245,50,Moderate
CUST1201,56,138973.82,2481.675357142857,18988.74,0.375,0.08928571428571429,0.21428571428571427,0.19642857142857142,55,Low,0,1417.87,19.362924668693182,50,Moderate
CUST1202,56,162721.03,2905.7326785714286,10931.6,0.44642857142857145,0.03571428571428571,0.2857142857142857,0.07142857142857142,56,Medium,0,13594.27,3.2687132152002274,47,Moderate
CUST1203,53,100367.86,1893.7332075471697,6667.31,0.37735849056603776,0.09433962264150944,0.22641509433962265,0.16981132075471697,51,Low,0,7858.05,2.2603903003925914,35,Moderate
CUST1204,56,126786.74,2264.048928571429,28195.95,0.44642857142857145,0.19642857142857142,0.125,0.17857142857142858,54,Medium,0,5903.59,6.9317754112328265,57,Moderate
CUST1205,40,393537.1,9838.4275,88937.93,0.525,0.225,0.375,0.25,40,Low,0,2869.1,59.3579937959639,60,High
CUST1206,52,124878.23999999999,2401.504615384615,18034.57,0.25,0.057692307692307696,0.15384615384615385,0.15384615384615385,51,Low,0,3431.15,8.593652274018915,50,Moderate
CUST1207,53,102591.73,1935.6930188679244,12127.06,0.37735849056603776,0.09433962264150944,0.1509433962264151,0.20754716981132076,52,High,0,5243.57,3.7348237937130624,75,High
CUST1208,56,101559.13,1813.555892857143,12923.52,0.25,0.07142857142857142,0.26785714285714285,0.16071428571428573,56,Low,0,4788.33,4.773298832787214,60,High
CUST1209,46,91021.79,1978.7345652173913,7414.15,0.391304347826087,0.15217391304347827,0.2391304347826087,0.15217391304347827,45,Low,0,1189.53,18.43713903810749,50,Moderate
CUST1210,44,111318.44,2529.9645454545457,9404.81,0.5,0.1590909090909091,0.11363636363636363,0.22727272727272727,44,Low,0,5964.21,4.352412138405589,60,High
CUST1211,60,134826.04,2247.1006666666667,12810.93,0.48333333333333334,0.05,0.16666666666666666,0.21666666666666667,59,Medium,0,25396.35,1.3184579673850771,32,Moderate
CUST1212,56,131580.07,2349.644107142857,9612.52,0.42857142857142855,0.10714285714285714,0.26785714285714285,0.08928571428571429,55,Low,0,1063.54,22.525189461609344,60,High
CUST1213,54,106571.91,1973.5538888888889,10156.92,0.5555555555555556,0.12962962962962962,0.3148148148148148,0.14814814814814814,50,Low,0,7064.17,3.1197578767215397,60,High
CUST1214,49,104818.07,2139.144285714286,12426.16,0.4489795918367347,0.08163265306122448,0.3469387755102041,0.16326530612244897,48,Low,1,4656.53,6.151509815248694,75,High
CUST1215,43,92365.2,2148.027906976744,9365.14,0.5116279069767442,0.06976744186046512,0.3488372093023256,0.16279069767441862,43,Low,0,3380.0,5.775958579881657,60,High
CUST1216,52,90161.34,1733.871923076923,5647.2,0.46153846153846156,0.07692307692307693,0.28846153846153844,0.11538461538461539,52,Low,0,9086.64,2.1153407640227853,45,Moderate
CUST1217,35,75116.23999999999,2146.1782857142853,21442.28,0.45714285714285713,0.05714285714285714,0.2571428571428571,0.11428571428571428,35,Low,0,1654.35,16.987378728805876,50,Moderate
CUST1218,48,117317.97,2444.124375,12254.69,0.3333333333333333,0.0625,0.2916666666666667,0.10416666666666667,48,Low,0,4058.67,7.271515052960699,60,High
CUST1219,53,126645.64,2389.5403773584903,15469.76,0.4339622641509434,0.03773584905660377,0.20754716981132076,0.1509433962264151,52,Medium,0,9665.04,4.651549295191742,37,Moderate
CUST1220,49,96990.48,1979.3975510204082,9459.95,0.3469387755102041,0.061224489795918366,0.1836734693877551,0.20408163265306123,47,Low,0,3192.74,6.2980230147146345,60,High
CUST1221,43,100998.58,2348.804186046512,13335.21,0.27906976744186046,0.0,0.3023255813953488,0.13953488372093023,43,High,1,2754.47,12.109737989522484,70,High
CUST1222,40,85778.23,2144.45575,9912.42,0.425,0.1,0.325,0.075,39,High,0,3931.14,5.9559135517941355,65,High
CUST1223,45,106043.5,2356.5222222222224,10867.31,0.35555555555555557,0.0,0.2222222222222222,0.08888888888888889,45,Low,0,2705.68,8.52115549510659,30,Moderate
CUST1224,59,162048.24,2746.5803389830508,29414.03,0.3559322033898305,0.05084745762711865,0.22033898305084745,0.1694915254237288,58,Low,0,10228.77,3.9504300126017107,50,Moderate
CUST1225,53,73430.16,1385.4747169811321,3542.83,0.32075471698113206,0.09433962264150944,0.20754716981132076,0.16981132075471697,51,Medium,0,1986.84,7.6770902538704675,57,Moderate
CUST1226,48,124071.36,2584.82,22417.01,0.22916666666666666,0.041666666666666664,0.22916666666666666,0.16666666666666666,48,Low,0,6522.45,4.643511257272958,30,Moderate
CUST1227,52,172434.81,3316.0540384615383,17862.78,0.3269230769230769,0.11538461538461539,0.25,0.15384615384615385,51,Medium,0,1577.59,25.26634296616992,57,Moderate
CUST1228,42,73505.02,1750.1195238095238,16908.98,0.42857142857142855,0.07142857142857142,0.21428571428571427,0.047619047619047616,42,Low,0,5692.6,3.101928819871412,50,Moderate
CUST1229,60,147443.28,2457.388,51026.52,0.4,0.05,0.3333333333333333,0.08333333333333333,58,Medium,0,3394.56,17.667193980957766,47,Moderate
CUST1230,52,102512.13,1971.3871153846155,10626.28,0.4423076923076923,0.1346153846153846,0.2692307692307692,0.17307692307692307,51,Low,0,648.16,39.34567082201926,60,High
CUST1231,47,95027.14,2021.8540425531914,14549.84,0.5531914893617021,0.0851063829787234,0.14893617021276595,0.06382978723404255,47,Medium,0,3626.44,6.4923644124816615,57,Moderate
CUST1232,60,123371.55,2056.1925,12869.15,0.45,0.06666666666666667,0.3,0.1,58,High,0,1784.85,15.164456396896098,75,High
CUST1233,50,162675.36,3253.5071999999996,65156.07,0.42,0.02,0.16,0.2,50,Low,0,2705.64,30.294085687674638,30,Moderate
CUST1234,42,84348.26,2008.2919047619046,17139.46,0.30952380952380953,0.11904761904761904,0.23809523809523808,0.19047619047619047,42,Medium,0,10178.25,3.197315845061774,57,Moderate
CUST1235,43,107049.43000000001,2489.521627906977,18379.56,0.3488372093023256,0.046511627906976744,0.27906976744186046,0.16279069767441862,42,Low,0,1725.76,16.602476590024107,40,Moderate
CUST1236,39,77978.56999999999,1999.4505128205126,15516.13,0.41025641025641024,0.05128205128205128,0.3333333333333333,0.15384615384615385,38,Low,0,1792.8,11.12803993752789,50,Moderate
CUST1237,49,86015.48,1755.4179591836735,9139.12,0.40816326530612246,0.14285714285714285,0.1836734693877551,0.14285714285714285,49,Low,0,9533.56,1.6972683866257727,35,Moderate
CUST1238,47,125986.15,2680.5563829787234,22253.61,0.3191489361702128,0.06382978723404255,0.3617021276595745,0.1276595744680851,46,Low,0,3934.26,9.38811364780162,60,High
CUST1239,34,157431.23,4630.330294117647,22044.78,0.5882352941176471,0.08823529411764706,0.14705882352941177,0.14705882352941177,33,Low,0,10199.31,10.312682916785548,40,Moderate
CUST1240,47,112463.4,2392.8382978723403,32082.98,0.3617021276595745,0.0425531914893617,0.23404255319148937,0.10638297872340426,46,Medium,0,4519.67,8.001172651985655,37,Moderate
CUST1241,48,240931.59,5019.408125,54555.41,0.4791666666666667,0.14583333333333334,0.1875,0.22916666666666666,48,Low,0,2019.1,50.39282848794018,60,High
CUST1242,42,100392.31,2390.2930952380952,11986.14,0.42857142857142855,0.09523809523809523,0.2857142857142857,0.09523809523809523,42,Medium,0,3483.15,10.745770351549602,67,High
CUST1243,47,122279.65,2601.694680851064,29308.72,0.40425531914893614,0.06382978723404255,0.2127659574468085,0.14893617021276595,46,High,0,8280.71,4.9470673408439625,65,High
CUST1244,41,83442.61,2035.1856097560976,8311.87,0.2926829268292683,0.0,0.2682926829268293,0.04878048780487805,41,High,0,6828.62,2.9957150932399226,40,Moderate
CUST1245,55,172776.08000000002,3141.383272727273,19840.36,0.38181818181818183,0.01818181818181818,0.21818181818181817,0.05454545454545454,53,High,0,3643.11,11.334491684302698,45,Moderate
CUST1246,59,111708.68,1893.3674576271185,12233.76,0.3898305084745763,0.0847457627118644,0.1864406779661017,0.15254237288135594,58,Medium,0,3761.58,8.79537587928477,57,Moderate
CUST1247,51,107329.15,2104.4931372549017,11709.75,0.49019607843137253,0.11764705882352941,0.23529411764705882,0.09803921568627451,50,Low,0,3377.17,6.60535004160288,50,Moderate
CUST1248,47,112931.56,2402.7991489361702,26553.87,0.2553191489361702,0.0425531914893617,0.23404255319148937,0.10638297872340426,47,High,0,2473.69,12.849443543855536,45,Moderate
CUST1249,47,112460.58,2392.7782978723403,14171.89,0.40425531914893614,0.1276595744680851,0.1702127659574468,0.10638297872340426,47,Low,0,13237.67,2.4707316317750783,35,Moderate
CUST1250,56,148575.79,2653.1391071428575,28139.42,0.375,0.05357142857142857,0.30357142857142855,0.14285714285714285,56,Medium,0,3658.49,11.808609562961768,67,High
CUST1251,48,115008.27,2396.0056250000002,17635.29,0.2916666666666667,0.0625,0.125,0.0625,47,High,0,1709.76,16.523096808908853,65,High
CUST1252,53,342885.52999999997,6469.5383018867915,77483.18,0.5283018867924528,0.18867924528301888,0.1320754716981132,0.22641509433962265,53,Medium,0,2647.12,41.78536296050047,67,High
CUST1253,58,117698.42,2029.2831034482758,13871.72,0.25862068965517243,0.06896551724137931,0.1896551724137931,0.10344827586206896,56,Low,0,5916.1,4.559131860516218,50,Moderate
CUST1254,43,93149.38,2166.264651162791,20544.11,0.4186046511627907,0.023255813953488372,0.23255813953488372,0.16279069767441862,43,Low,0,5589.88,4.2420964314081875,30,Moderate
CUST1255,51,118389.28,2321.358431372549,10694.59,0.47058823529411764,0.13725490196078433,0.2549019607843137,0.11764705882352941,49,Low,0,3322.09,10.254770340358029,60,High
CUST1256,44,78684.06,1788.2740909090908,9133.89,0.4090909090909091,0.09090909090909091,0.29545454545454547,0.13636363636363635,43,Low,0,2329.21,8.402381064824556,60,High
CUST1257,66,144531.02,2189.8639393939393,16602.11,0.3484848484848485,0.06060606060606061,0.19696969696969696,0.10606060606060606,64,Low,0,3699.59,7.759586873139996,50,Moderate
CUST1258,57,136559.9,2395.7877192982455,11318.76,0.45614035087719296,0.10526315789473684,0.22807017543859648,0.17543859649122806,54,Low,0,1189.81,23.34320605811012,50,Moderate
CUST1259,51,148627.77,2914.27,9718.32,0.3333333333333333,0.0392156862745098,0.45098039215686275,0.09803921568627451,50,Medium,0,1525.4,25.35966303920283,47,Moderate
CUST1260,56,141529.72,2527.316428571429,18030.25,0.5178571428571429,0.07142857142857142,0.14285714285714285,0.16071428571428573,55,High,0,6209.96,5.692766136979948,65,High
CUST1261,41,138397.03,3375.537317073171,21061.97,0.36585365853658536,0.07317073170731707,0.3902439024390244,0.04878048780487805,40,Low,0,2643.08,10.11171436354556,50,Moderate
CUST1262,54,124398.19,2303.6701851851853,17272.66,0.37037037037037035,0.09259259259259259,0.2037037037037037,0.07407407407407407,52,Low,0,4677.71,5.7365356125112505,50,Moderate
CUST1263,66,143110.17,2168.3359090909094,12232.81,0.4696969696969697,0.06060606060606061,0.24242424242424243,0.18181818181818182,64,Low,0,8218.85,4.337614143097878,50,Moderate
CUST1264,47,78271.74,1665.356170212766,6651.31,0.3617021276595745,0.06382978723404255,0.2765957446808511,0.2978723404255319,46,Low,0,5620.32,2.753601218435961,55,Moderate
CUST1265,60,346884.11,5781.401833333333,77508.75,0.38333333333333336,0.08333333333333333,0.3,0.18333333333333332,58,Low,0,3691.45,25.440810521610754,60,High
CUST1266,39,68985.77,1768.8658974358975,9529.72,0.3333333333333333,0.07692307692307693,0.28205128205128205,0.1282051282051282,38,Medium,0,15096.05,0.9416238022529072,42,Moderate
CUST1267,50,157431.3,3148.6259999999997,14348.41,0.44,0.04,0.16,0.18,50,Low,0,5688.63,7.3157772609573835,30,Moderate
CUST1268,51,166729.91,3269.2139215686275,48807.67,0.43137254901960786,0.09803921568627451,0.35294117647058826,0.058823529411764705,50,Low,0,2872.97,23.105862574269832,60,High
CUST1269,58,141857.81,2445.8243103448276,12626.05,0.3448275862068966,0.06896551724137931,0.15517241379310345,0.1724137931034483,57,Low,0,5938.74,4.850648454049176,50,Moderate
CUST1270,54,173186.73,3207.161666666667,27013.34,0.3888888888888889,0.037037037037037035,0.3148148148148148,0.037037037037037035,54,Medium,0,4781.81,9.56113480042076,47,Moderate
CUST1271,35,63762.66,1821.7902857142858,6884.9,0.4857142857142857,0.08571428571428572,0.2571428571428571,0.14285714285714285,34,Low,0,2054.95,8.780641864765567,50,Moderate
CUST1272,53,115208.2,2173.7396226415094,25659.43,0.3584905660377358,0.05660377358490566,0.20754716981132076,0.09433962264150944,51,Low,0,3822.88,7.625321746955175,50,Moderate
CUST1273,59,168736.09,2859.9337288135594,28010.28,0.3389830508474576,0.05084745762711865,0.23728813559322035,0.22033898305084745,58,Low,0,3260.85,13.778364536853887,60,High
CUST1274,42,146098.15,3478.527380952381,19523.56,0.3333333333333333,0.07142857142857142,0.42857142857142855,0.09523809523809523,40,High,0,978.47,29.45698897257964,65,High
CUST1275,62,131752.83,2125.04564516129,10148.08,0.3064516129032258,0.08064516129032258,0.24193548387096775,0.14516129032258066,61,Low,0,3244.73,7.6103589512840815,50,Moderate
CUST1276,47,76290.83,1623.2091489361703,7950.81,0.425531914893617,0.19148936170212766,0.2127659574468085,0.14893617021276595,47,Medium,0,3013.37,6.313316983974753,57,Moderate
CUST1277,52,100617.94,1934.9603846153846,6242.89,0.38461538461538464,0.07692307692307693,0.25,0.057692307692307696,52,Low,0,2716.46,10.299680466489475,50,Moderate
CUST1278,54,129223.46,2393.027037037037,21320.6,0.4074074074074074,0.037037037037037035,0.3148148148148148,0.14814814814814814,54,High,0,1212.92,27.730608778814762,55,Moderate
CUST1279,47,98150.44,2088.3072340425533,11462.45,0.3404255319148936,0.0851063829787234,0.1276595744680851,0.1702127659574468,46,Low,0,2872.61,5.97887983401854,50,Moderate
CUST1280,53,116500.13,2198.1156603773584,28760.99,0.37735849056603776,0.11320754716981132,0.22641509433962265,0.18867924528301888,52,Low,0,3545.66,9.002848552878731,50,Moderate
CUST1281,38,89326.66,2350.7015789473685,35672.95,0.2631578947368421,0.02631578947368421,0.15789473684210525,0.23684210526315788,37,High,0,3897.6,10.45270422824302,45,Moderate
CUST1282,58,118863.46,2049.37,8175.99,0.4482758620689655,0.10344827586206896,0.1724137931034483,0.20689655172413793,56,Medium,0,1704.82,17.54489623537969,67,High
CUST1283,59,142332.59,2412.416779661017,13179.89,0.423728813559322,0.05084745762711865,0.13559322033898305,0.1864406779661017,58,Low,0,5556.08,6.806971821860017,50,Moderate
CUST1284,46,83998.52,1826.0547826086956,13502.87,0.1956521739130435,0.021739130434782608,0.2608695652173913,0.08695652173913043,45,Low,0,1616.01,12.042939090723447,40,Moderate
CUST1285,56,116916.31999999999,2087.7914285714282,11579.3,0.35714285714285715,0.07142857142857142,0.26785714285714285,0.14285714285714285,55,High,0,3135.28,8.46387563471205,75,High
CUST1286,47,128721.95,2738.7648936170212,22239.47,0.3617021276595745,0.06382978723404255,0.23404255319148937,0.19148936170212766,47,Low,0,8708.7,6.350729730040074,50,Moderate
CUST1287,43,63941.52,1487.0120930232558,10158.49,0.46511627906976744,0.11627906976744186,0.2558139534883721,0.13953488372093023,42,Low,0,2292.41,8.156599386671669,60,High
CUST1288,45,91440.52,2032.0115555555556,18787.49,0.3111111111111111,0.044444444444444446,0.2222222222222222,0.13333333333333333,44,High,0,2588.28,10.07880522972785,45,Moderate
CUST1289,42,120265.57,2863.4659523809523,11900.88,0.35714285714285715,0.047619047619047616,0.21428571428571427,0.16666666666666666,42,Low,0,7459.02,2.7920812653673006,15,Low
CUST1290,61,92338.91,1513.7526229508198,8106.47,0.4426229508196721,0.08196721311475409,0.26229508196721313,0.11475409836065574,61,Low,0,2817.02,6.479357619044238,60,High
CUST1291,55,138133.16,2511.512,14691.68,0.4909090909090909,0.12727272727272726,0.2909090909090909,0.18181818181818182,54,Low,0,2985.68,10.307980091637416,60,High
CUST1292,58,153683.51,2649.7156896551724,20575.71,0.29310344827586204,0.034482758620689655,0.3620689655172414,0.1896551724137931,57,Low,0,4220.81,7.637038862208911,40,Moderate
CUST1293,51,109304.4,2143.2235294117645,11215.81,0.4117647058823529,0.09803921568627451,0.1568627450980392,0.21568627450980393,51,Low,0,7339.11,3.8681161612239086,60,High
CUST1294,50,132686.07,2653.7214000000004,12427.08,0.44,0.08,0.3,0.12,49,Medium,0,835.47,46.771505858977584,67,High
CUST1295,54,143907.79,2664.959074074074,21167.17,0.35185185185185186,0.07407407407407407,0.2037037037037037,0.12962962962962962,52,Low,0,2093.81,14.424298288765456,50,Moderate
CUST1296,48,116058.05,2417.876041666667,7496.85,0.3333333333333333,0.08333333333333333,0.25,0.125,48,Low,0,1858.09,15.064313354035596,50,Moderate
CUST1297,46,87258.95999999999,1896.933913043478,18442.51,0.391304347826087,0.021739130434782608,0.10869565217391304,0.21739130434782608,46,Medium,0,1764.52,12.30190646748124,47,Moderate
CUST1298,39,135001.85,3461.5858974358976,9724.96,0.4358974358974359,0.02564102564102564,0.358974358974359,0.07692307692307693,38,Medium,0,2057.9,13.540215753923903,37,Moderate
CUST1299,51,126077.24,2472.102745098039,9783.3,0.27450980392156865,0.0196078431372549,0.13725490196078433,0.23529411764705882,51,Low,0,2079.73,12.52677030191419,40,Moderate
